Fraunces 144pt Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Soft Regular';
Fraunces 144pt Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Soft Bold';
Fraunces 144pt Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Soft Italic';
Fraunces 144pt Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Soft Bold Italic';
Fraunces 144pt Soft Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Regular';
Fraunces 144pt Soft Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Bold';
Fraunces 144pt Soft Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Italic';
Fraunces 144pt Soft Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Bold Italic';
Fraunces 144pt SuperSoft Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Regular';
Fraunces 144pt SuperSoft Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Bold';
Fraunces 144pt SuperSoft Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Italic';
Fraunces 144pt SuperSoft Bold Italic;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Bold Italic';
Fraunces 72pt Regular;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '400', There is a conflict with 'Fraunces 144pt Regular';
Fraunces 72pt Bold;critical;OS/2;usWeightClass;WeightClass should be different within sub font family;WeightClass: '700', There is a conflict with 'Fraunces 144pt Bold';
